latitude,longitude,year,season,gender
24.43481175,54.10380048,2012,1,1
24.41554215,54.08436451,2003,0,1
24.48647361,54.12039888,2007,2,1
24.44978872,54.11176298,2001,0,0
24.41482966,54.08809893,2009,0,0
24.42484095,54.08264276,2009,1,1
24.44231654,54.13483154,2011,3,1
24.42948773,54.1567245,2010,0,0
24.47241541,54.11869458,2012,2,1
24.43181256,54.15150472,2009,2,0
24.42180968,54.14587584,2000,2,1
24.44298883,54.14947034,2001,0,0
24.42928458,54.14507908,2010,2,0
24.46256493,54.13018103,2009,1,0
24.43823477,54.07241655,2005,1,0
24.45528031,54.14976795,2010,3,0
24.46547229,54.15650195,2004,0,1
24.42406255,54.13227201,2002,2,0
24.40226905,54.10325906,2012,3,0
24.41908241,54.084815,2009,3,1
24.45721844,54.15150194,2005,2,1
24.43975649,54.13438602,2002,1,1
24.45459668,54.15166355,2003,1,1
24.41939142,54.12113684,2010,3,0
24.44272886,54.16159774,2003,0,0
24.46235722,54.09634004,2001,1,0
24.43478726,54.08196408,2011,2,0
24.42313243,54.09677601,2007,2,0
24.44948643,54.15709027,2003,2,0
24.46863145,54.13818056,2000,0,0
24.416242,54.13981802,2001,1,0
24.44096078,54.09496212,2006,3,1
24.44912241,54.15956983,2010,0,0
24.46602337,54.08716824,2011,0,1
24.40752782,54.10333888,2010,0,1
24.46775527,54.11878325,2001,0,1
24.46775745,54.15032424,2004,2,1
24.46654099,54.08266884,2008,3,0
24.41302408,54.09188031,2003,1,0
24.48514991,54.12923625,2005,1,0
24.46195492,54.15721758,2001,1,1
24.42957844,54.15430486,2004,1,0
24.41620738,54.12785479,2010,2,0
24.42437679,54.15721886,2008,1,1
24.4582199,54.10358442,2000,0,0
24.41870491,54.12022734,2004,0,0
24.4463929,54.09794502,2012,0,1
24.47266988,54.12156153,2007,3,0
24.4709466,54.11616643,2000,1,0
24.46645854,54.13665765,2003,2,1
24.41867184,54.15373849,2011,3,0
24.44821414,54.07526619,2008,2,0
24.45850599,54.10912147,2011,2,1
24.42684043,54.11985597,2000,2,1
24.4753708,54.11647923,2006,0,0
24.4601316,54.14089707,2008,2,0
24.45674329,54.09210306,2012,3,0
24.44474144,54.12705977,2005,1,1
24.43907401,54.1367571,2003,3,1
24.41805535,54.09132972,2011,2,1
24.40591519,54.09638399,2001,3,1
24.46405825,54.13391981,2010,3,0
24.41177524,54.09234999,2009,3,0
24.45427902,54.14813342,2005,3,1
24.4701852,54.11020295,2001,2,1
24.4717566,54.09028204,2006,3,0
24.45232917,54.07219153,2004,0,1
24.4433167,54.15988996,2000,0,1
24.47744578,54.11551202,2000,1,1
24.40813671,54.10971718,2007,1,1
24.41972121,54.11413229,2007,0,0
24.459791,54.14426008,2002,2,1
24.42801328,54.1449373,2011,2,1
24.42504183,54.13282553,2007,0,0
24.42536023,54.08575528,2003,0,0
24.42603819,54.08065822,2006,3,1
24.48102812,54.11990253,2009,1,1
24.41960645,54.08557501,2000,2,1
24.43837008,54.14583266,2001,1,1
24.45774994,54.16474357,2009,3,1
24.42845857,54.07739692,2004,0,1
24.46677533,54.13935483,2000,2,1
24.48244977,54.10851404,2004,1,0
24.42185251,54.1230281,2007,3,1
24.46942664,54.08394697,2012,2,0
24.43661131,54.14606918,2012,3,1
24.44606775,54.14729153,2007,2,0
24.46078368,54.1423918,2011,0,1
24.46004543,54.15744761,2001,0,1
24.47989291,54.13969359,2005,3,1
24.46373712,54.1471502,2006,0,0
24.39972661,54.12781555,2007,0,0
24.44944586,54.0831434,2008,1,1
24.42539791,54.16025741,2001,1,1
24.41426255,54.11115794,2008,3,0
24.47089918,54.10826133,2002,1,0
24.43184578,54.09467573,2000,1,0
24.43766155,54.08948245,2004,2,1
24.42027859,54.14713791,2008,3,0
24.42242458,54.08027405,2010,2,1
24.44583888,54.16268746,2004,0,1
24.44329327,54.12715656,2008,2,1
24.43427653,54.16124234,2010,3,0
24.44193847,54.11000218,2008,3,0
24.41366958,54.08570958,2006,1,1
24.42104066,54.14048442,2000,3,0
24.46250819,54.15474156,2005,3,0
24.45311441,54.11416368,2011,0,1
24.4387049,54.13345551,2005,1,0
24.40650113,54.10870484,2000,2,1
24.43228973,54.12868992,2009,0,1
24.44242783,54.09356038,2001,2,0
24.4414995,54.120141,2000,3,0
24.44091101,54.0820108,2001,1,1
24.46325022,54.1362806,2009,2,1
24.46688903,54.12061134,2009,3,1
24.42660123,54.11683381,2009,0,0
24.41499881,54.11657266,2008,0,1
24.41939232,54.08570201,2006,1,0
24.4823283,54.13401618,2008,3,1
24.40595977,54.10167613,2001,1,1
24.47297603,54.14530646,2008,0,1
24.47894546,54.09169604,2007,3,1
24.44188758,54.1518968,2006,0,0
24.44576945,54.11702836,2007,1,0
24.4817768,54.10391704,2007,1,1
24.4094509,54.13099031,2001,1,1
24.48836385,54.11516528,2000,2,0
24.45257756,54.11774833,2006,0,1
24.43148475,54.09561469,2011,3,0
24.4062781,54.12883897,2004,2,1
24.43064629,54.09534481,2000,3,1
24.4093654,54.13729859,2001,3,0
24.42004617,54.15748159,2003,1,0
24.46498291,54.0985393,2008,3,0
24.4420225,54.14195487,2007,3,0
24.4036199,54.12167672,2011,3,1
24.41269304,54.09332112,2003,3,0
24.4080899,54.13487213,2004,3,1
24.41358714,54.09159394,2010,2,1
24.47971816,54.0985757,2010,2,0
24.43782829,54.08555866,2007,0,1
24.42729913,54.1584968,2005,0,1
24.44772782,54.12270665,2003,3,0
24.43202034,54.13434548,2011,0,0
24.4795505,54.12829344,2008,0,1
24.43574259,54.09767441,2000,0,0
24.48192206,54.11130638,2005,0,1
24.48407711,54.12789341,2006,2,1
24.45652761,54.16256115,2011,1,1
24.43291226,54.1362313,2001,3,1
24.46870901,54.09891313,2004,0,0
24.45075019,54.07712818,2005,2,0
24.47556078,54.12615723,2001,1,0
24.45350793,54.15861727,2011,2,0
24.45882923,54.10874956,2002,2,1
24.44173821,54.11466696,2002,0,1
24.45266534,54.12572227,2004,2,0
24.4221296,54.14115601,2011,0,1
24.4447227,54.10169326,2007,1,0
24.42082758,54.0896517,2010,3,0
24.4420914,54.14163054,2001,3,1
24.46811938,54.12758902,2003,0,1
24.4670203,54.11701521,2005,3,1
24.48004688,54.09048229,2004,2,0
24.45198659,54.09491676,2004,2,0
24.41090872,54.12865743,2003,0,0
24.45038445,54.08465425,2000,2,0
24.45987996,54.15690885,2007,0,0
24.4664707,54.07802993,2001,2,1
24.42177466,54.08760473,2007,3,0
24.45315903,54.12016484,2003,0,1
24.46795628,54.10251087,2004,2,1
24.46870014,54.15540741,2009,1,0
24.44483994,54.10752394,2000,3,1
24.45810442,54.16444654,2004,2,1
24.46501105,54.1125792,2006,1,1
24.44031786,54.07117474,2011,2,0
24.47290728,54.15363103,2005,3,0
24.44550448,54.1259023,2009,3,0
24.40694807,54.09812966,2010,1,0
24.41879595,54.1042845,2002,2,1
24.41986571,54.15601174,2005,3,0
24.45704151,54.12597291,2009,0,1
24.41439243,54.09451828,2011,0,0
24.4107937,54.13324152,2008,3,1
24.46951363,54.14212522,2006,3,0
24.45938957,54.12758288,2002,2,1
24.47145021,54.14197442,2009,0,1
24.45489049,54.08366085,2001,0,0
24.43922128,54.11673879,2004,1,1
24.48189973,54.13018796,2002,1,0
24.48506839,54.11255054,2002,2,1
24.46158468,54.14880615,2003,3,1
24.42427615,54.14310937,2003,3,1
24.43046727,54.11025846,2000,0,0
24.44163577,54.15320632,2004,1,0
24.4360421,54.16363291,2010,2,0
24.43923636,54.0996383,2012,2,1
24.42000374,54.10853775,2010,2,1
24.4685642,54.14123614,2005,3,0
24.44973258,54.15787346,2012,2,1
24.46415513,54.12725346,2002,0,1
24.46863038,54.15044089,2008,1,1
24.42807119,54.07643216,2008,3,0
24.44877775,54.12478425,2005,2,1
24.42810119,54.14348746,2010,3,0
24.46206674,54.15119319,2002,1,0
24.40074547,54.1221547,2002,3,0
24.46813968,54.14970996,2006,2,0
24.45936412,54.09042571,2011,2,0
24.44327724,54.08258525,2005,3,1
24.4507783,54.07956339,2007,1,1
24.47969911,54.09872132,2000,2,1
24.47898037,54.08944655,2012,3,1
24.44469409,54.14103096,2008,3,1
24.45152006,54.13959144,2006,2,0
24.44056603,54.0814829,2003,3,0
24.40845623,54.13059362,2004,2,0
24.48630358,54.13251537,2000,2,1
24.43285554,54.09786134,2012,0,1
24.47452759,54.08477124,2000,3,0
24.46898379,54.083379,2012,1,0
24.46501129,54.09639466,2012,2,1
24.43356015,54.14860152,2004,0,0
24.48799601,54.12696111,2000,3,0
24.43277145,54.14979034,2006,0,1
24.42192035,54.11597709,2003,2,0
24.44809201,54.07830301,2006,2,1
24.47439675,54.1009253,2005,1,0
24.43567061,54.15429357,2004,3,1
24.46911536,54.14635245,2001,0,0
24.44077782,54.1522085,2008,1,0
24.46893933,54.15943754,2012,2,0
24.41792442,54.12763235,2010,3,1
24.40265846,54.10582858,2005,1,1
24.40870786,54.13852531,2009,1,1
24.44795892,54.13937225,2006,1,1
24.48861209,54.1194295,2002,1,1
24.41181055,54.14914739,2004,0,1
24.4078851,54.14390875,2010,0,0
24.48356122,54.12389588,2008,2,0
24.40520519,54.1050997,2000,0,1
24.42782462,54.08875118,2004,1,0
24.46009516,54.13770719,2006,0,1
24.41430841,54.12136661,2000,0,1
24.47847148,54.09196708,2001,1,1
24.43950323,54.15565401,2005,1,1
24.41755591,54.12501286,2002,0,0
24.4835321,54.12449003,2012,2,0
24.42877548,54.16414735,2011,1,0
24.43107901,54.09610847,2005,1,0
24.44947396,54.10391317,2007,0,0
24.44878977,54.10767034,2012,2,0
24.47501635,54.14570913,2011,3,0
24.40256797,54.13019899,2006,1,1
24.42442141,54.16305535,2012,2,0
24.41600647,54.1228269,2011,0,1
24.45513381,54.10042,2005,0,1
24.46839856,54.0931723,2009,1,1
24.44000464,54.07694646,2003,3,1
24.43408555,54.15075613,2004,0,1
24.45035099,54.16297471,2003,0,0
24.4646463,54.14432339,2005,1,1
24.42369675,54.09578303,2005,0,1
24.45421276,54.14300176,2005,2,0
24.4258985,54.1147185,2011,3,1
24.42636421,54.15952265,2005,1,1
24.41816149,54.12745706,2005,0,0
24.45498319,54.12786073,2006,3,0
24.43100583,54.134707,2001,3,0
24.41593588,54.15272561,2010,3,1
24.44543217,54.07193838,2012,1,1
24.41219032,54.10738732,2007,3,0
24.45740832,54.07221863,2000,0,1
24.47510558,54.12569564,2010,3,0
24.42318372,54.14352317,2012,0,0
24.40817513,54.14811983,2002,2,0
24.43078062,54.13963237,2000,2,1
24.48065657,54.14693074,2009,0,1
24.4056361,54.10219895,2002,1,1
24.46035423,54.12116504,2006,1,0
24.44046685,54.12439236,2001,2,1
24.45125055,54.15887055,2001,1,0
24.43547921,54.13220666,2007,3,0
24.44472671,54.07535499,2009,0,0
24.42468899,54.10358906,2005,2,0
24.48238329,54.13584337,2005,2,1
24.41393918,54.11928764,2012,1,1
24.46238833,54.11603782,2010,2,0
24.43171326,54.12928276,2011,2,1
24.4331036,54.0958786,2001,2,0
24.4755878,54.10520419,2010,1,1
24.44148229,54.12403466,2006,2,0
24.42900494,54.16403045,2004,2,1
24.43342174,54.16192375,2001,2,1
24.40278101,54.10040501,2000,1,1
24.4767962,54.09850199,2003,2,0
24.43682584,54.13609899,2010,0,0
24.46479442,54.11103986,2004,3,0
24.42513622,54.08127744,2011,3,0
24.4036778,54.10875587,2012,3,1
24.45003149,54.14896667,2011,3,0
24.42685842,54.10276692,2011,1,0
24.40139649,54.10321159,2011,1,1
24.45052803,54.14243921,2012,1,0
24.44156396,54.13530189,2012,0,1
24.44830192,54.09791106,2000,1,1
24.48085216,54.09543063,2008,1,1
24.43411258,54.11457108,2010,1,0
24.43735544,54.10066834,2012,1,0
24.42046392,54.07917091,2004,3,0
24.45098467,54.13608961,2009,1,1
24.48051386,54.11218909,2000,3,1
24.43595413,54.15348803,2010,0,0
24.43448233,54.13101164,2011,0,0
24.45329919,54.10677452,2012,0,0
24.43451189,54.1547081,2003,3,0
24.4121152,54.13109358,2008,1,1
24.4711021,54.09961109,2008,2,0
24.43835897,54.11845796,2011,1,1
24.44108086,54.10481192,2004,2,1
24.43877394,54.14834342,2002,3,0
24.44585638,54.08653557,2010,2,1
24.46089745,54.12346741,2012,2,1
24.45287279,54.13102527,2005,1,0
24.40074486,54.11775774,2004,1,1
24.44389647,54.12482118,2010,0,0
24.44790233,54.1562278,2000,0,1
24.48455658,54.10784476,2008,1,1
24.41925848,54.1093817,2000,3,1
24.44880458,54.14459977,2005,1,0
24.45898948,54.11310711,2002,2,0
24.44566327,54.15230516,2009,0,1
24.45828042,54.09502186,2008,1,1
24.42419749,54.11009939,2004,1,0
24.44899715,54.1569753,2007,1,0
24.41777596,54.08635544,2003,1,1
24.44260138,54.15967469,2009,3,1
24.42115465,54.07725901,2009,3,0
24.44248545,54.14811971,2002,2,0
24.40643902,54.09689273,2011,2,0
24.44122568,54.14518916,2003,0,1
24.44878489,54.10236127,2008,0,1
24.48022245,54.13115227,2012,1,1
24.42084075,54.11031989,2003,2,0
24.44140339,54.14110935,2005,1,1
24.48178286,54.12279738,2003,3,0
24.45348115,54.12766923,2009,1,0
24.42685498,54.12123724,2006,3,1
24.48118078,54.11536413,2008,1,1
24.46409456,54.1397177,2007,3,1
24.42709609,54.09360315,2001,3,1
24.4042035,54.1040344,2004,3,1
24.45153174,54.12422206,2009,3,0
24.43883057,54.07930413,2007,1,1
24.4757936,54.10885272,2006,2,0
24.47535495,54.12336316,2000,1,0
24.4128547,54.15256167,2003,1,1
24.40898815,54.11475392,2000,3,0
24.48132826,54.11992498,2007,0,1
24.45058622,54.08348633,2011,2,1
24.4662675,54.14409702,2009,1,1
24.44734529,54.12392591,2002,3,1
24.40466499,54.11149151,2012,3,1
24.45361132,54.08444545,2009,2,1
24.42124241,54.12163178,2005,2,1
24.40018658,54.12469866,2006,3,0
24.48257626,54.12215315,2008,2,0
24.42430426,54.09814309,2002,1,1
24.48069939,54.11964301,2000,2,1
24.47294419,54.14049601,2009,3,0
24.41768997,54.15075585,2011,3,1
24.41514519,54.08124055,2010,0,0
24.44038707,54.10549837,2002,1,0
24.45623824,54.14238675,2010,1,0
24.44148556,54.13506821,2010,3,0
24.44556611,54.09140517,2006,3,0
24.44227538,54.13496023,2002,1,0
24.44266421,54.15185752,2006,1,0
24.42352664,54.12880159,2005,3,0
24.43466485,54.10023419,2003,1,0
24.45755694,54.16088612,2004,0,0
24.41146936,54.09551922,2000,1,0
24.46049236,54.16445315,2005,2,0
24.4790086,54.09229146,2001,3,1
24.46353514,54.13531924,2008,1,1
24.46007084,54.07922985,2012,2,1
24.43818139,54.13618958,2006,2,0
24.43414444,54.15500134,2006,0,1
24.41281538,54.12598504,2002,3,1
24.4167247,54.15558472,2010,2,0
24.44677386,54.11504357,2008,1,1
24.42852731,54.09829718,2007,2,0
24.42245361,54.12514652,2004,0,0
24.45570474,54.10520635,2004,1,1
24.41657297,54.12821188,2004,2,0
24.40341179,54.09985715,2011,0,1
24.43406043,54.07128701,2001,0,1
24.42499794,54.13944103,2001,0,1
24.43314695,54.135492,2008,2,1
24.46339352,54.11195436,2011,3,0
24.46212478,54.15558684,2009,1,0
24.47745341,54.14745479,2012,1,0
24.46853936,54.1385715,2010,2,1
24.40747984,54.13535006,2010,2,1
24.42522827,54.16170678,2006,0,0
24.472074,54.14932503,2006,3,1
24.45011559,54.10020806,2011,2,0
24.45460403,54.10007099,2003,2,1
24.4065338,54.11714321,2006,0,1
24.44268291,54.15926775,2000,2,1
24.4552965,54.14065732,2002,3,0
24.40265127,54.13393197,2011,2,1
24.46214264,54.13366321,2002,1,0
24.471567,54.1017265,2005,3,1
24.46563587,54.07830759,2009,3,1
24.41955005,54.08278967,2009,3,1
24.4345242,54.08478298,2010,3,1
24.45736824,54.08830675,2000,3,1
24.45465406,54.07769568,2009,0,0
24.44265684,54.16742058,2011,1,1
24.43785086,54.08098818,2001,3,0
24.43476107,54.0797745,2008,2,1
24.45020419,54.08294311,2005,3,1
24.42646679,54.12033391,2000,3,1
24.46092181,54.10977457,2004,2,0
24.41001067,54.10522911,2000,3,0
24.45977877,54.11310302,2011,1,0
24.4159026,54.10143702,2011,1,1
24.45470541,54.10466227,2008,0,1
24.47264642,54.09533294,2005,2,1
24.43385504,54.15271868,2012,2,0
24.4382032,54.13269873,2010,3,0
24.44879905,54.14227545,2010,2,1
24.44691181,54.1462272,2002,1,1
24.42382643,54.10178214,2001,2,1
24.46143552,54.1293088,2007,3,0
24.42259812,54.11386368,2002,2,0
24.43459991,54.10433568,2001,0,0
24.44766169,54.10121255,2000,0,1
24.45337106,54.13911195,2007,1,1
24.44882048,54.11268356,2007,2,1
24.46667704,54.15752816,2010,0,0
24.46882544,54.12429311,2010,2,1
24.40313933,54.10846175,2009,1,1
24.46080898,54.15656288,2002,2,1
24.43705572,54.15913539,2010,0,0
24.46455811,54.1369377,2000,0,1
24.46663348,54.12587094,2002,0,1
24.44799885,54.08500334,2003,0,0
24.48794843,54.11774396,2009,1,1
24.41342006,54.08825202,2010,3,1
24.46165276,54.1240501,2003,0,0
24.47660257,54.08745271,2005,1,1
24.47813052,54.13938542,2004,2,1
24.45851748,54.16169613,2004,1,1
24.4599887,54.10202825,2005,2,1
24.44361304,54.13442132,2011,3,0
24.43293175,54.1488289,2004,2,0
24.46460029,54.08137812,2010,1,1
24.41109704,54.12404445,2002,2,1
24.42433813,54.13516322,2011,1,0
24.44450514,54.13432314,2009,1,0
24.47293948,54.10853666,2003,2,1
24.44290039,54.13459598,2007,2,1
24.45340204,54.0815201,2012,3,0
24.41063275,54.13837045,2006,3,1
24.44009604,54.07220793,2008,1,0
24.47525321,54.11319468,2011,1,1
24.43920769,54.15999912,2008,1,1
24.43963883,54.16611028,2005,2,0
24.48575031,54.11837012,2006,1,0
24.44531651,54.12474979,2010,0,1
24.44090442,54.16622525,2002,3,1
24.46780935,54.11961685,2005,3,0
24.4179705,54.10954577,2008,0,1
24.43443169,54.09077244,2001,0,0
24.44549862,54.08687984,2007,2,1
24.43077912,54.13466807,2005,1,0
24.44473828,54.08333479,2000,0,0
24.42198647,54.09729075,2007,1,0
24.46953765,54.13812614,2006,1,1
24.47787872,54.10969108,2012,1,1
24.46982235,54.09259891,2008,0,1
24.42233297,54.10885259,2000,3,1
24.48095301,54.09385134,2012,0,1
24.4066895,54.13122267,2003,0,0
24.43693091,54.13166281,2011,0,1
24.46412088,54.09310343,2000,0,0
24.4576687,54.11166196,2011,2,0
24.4824715,54.1429494,2009,1,1
24.48603947,54.1033508,2004,0,1
24.41948435,54.14714738,2005,0,0
24.43398914,54.13084985,2006,0,0
24.47676867,54.13622841,2008,1,0
24.45943987,54.07582131,2007,3,1
24.46508601,54.12484842,2012,0,1
24.45593504,54.14652675,2003,2,0
24.48457505,54.10411075,2001,3,1
24.41089834,54.13191797,2006,3,1
24.44626815,54.07532087,2002,1,0
24.42615516,54.1412371,2012,0,1
24.46192648,54.10551274,2004,0,0
24.44382205,54.16655485,2005,1,0
24.42872579,54.14535846,2003,2,0
24.45369405,54.12688874,2004,0,1
24.41967964,54.09243635,2002,2,0
24.42275417,54.12454715,2002,3,0
24.4247248,54.09744487,2006,2,1
24.42225604,54.12800454,2000,1,0
24.43789016,54.14963561,2008,3,0
24.46829273,54.16040137,2004,2,1
24.47750913,54.14216108,2004,2,1
24.44984113,54.08512392,2004,1,1
24.41653652,54.09405786,2007,0,1
24.46362506,54.11805687,2009,0,1
24.41461134,54.13847602,2001,2,1
24.43743937,54.12636563,2008,2,1
24.45342104,54.15891167,2002,3,0
24.43546531,54.09493534,2006,0,0
24.45955467,54.10832067,2006,0,0
24.41092892,54.0923252,2010,1,1
24.43757758,54.11603049,2004,0,1
