latitude,longitude
24.45977877,54.11310302
24.4159026,54.10143702
24.45470541,54.10466227
24.47264642,54.09533294
24.43385504,54.15271868
24.4382032,54.13269873
24.44879905,54.14227545
24.44691181,54.1462272
24.42382643,54.10178214
24.46143552,54.1293088
24.42259812,54.11386368
24.43459991,54.10433568
24.44766169,54.10121255
24.45337106,54.13911195
24.44882048,54.11268356
24.46667704,54.15752816
24.46882544,54.12429311
24.40313933,54.10846175
24.46080898,54.15656288
24.43705572,54.15913539
24.46455811,54.1369377
24.46663348,54.12587094
24.44799885,54.08500334
24.48794843,54.11774396
24.41342006,54.08825202
24.46165276,54.1240501
24.47660257,54.08745271
24.47813052,54.13938542
24.45851748,54.16169613
24.4599887,54.10202825
24.44361304,54.13442132
24.43293175,54.1488289
24.46460029,54.08137812
24.41109704,54.12404445
24.42433813,54.13516322
24.44450514,54.13432314
24.47293948,54.10853666
24.44290039,54.13459598
24.45340204,54.0815201
24.41063275,54.13837045
24.44009604,54.07220793
24.47525321,54.11319468
24.43920769,54.15999912
24.43963883,54.16611028
24.48575031,54.11837012
24.44531651,54.12474979
24.44090442,54.16622525
24.46780935,54.11961685
24.4179705,54.10954577
24.43443169,54.09077244
24.44549862,54.08687984
24.43077912,54.13466807
24.44473828,54.08333479
24.42198647,54.09729075
24.46953765,54.13812614
24.47787872,54.10969108
24.46982235,54.09259891
24.42233297,54.10885259
24.48095301,54.09385134
24.4066895,54.13122267
24.43693091,54.13166281
24.46412088,54.09310343
24.4576687,54.11166196
24.4824715,54.1429494
24.48603947,54.1033508
24.41948435,54.14714738
24.43398914,54.13084985
24.47676867,54.13622841
24.45943987,54.07582131
24.46508601,54.12484842
24.45593504,54.14652675
24.48457505,54.10411075
24.41089834,54.13191797
24.44626815,54.07532087
24.42615516,54.1412371
24.46192648,54.10551274
24.44382205,54.16655485
24.42872579,54.14535846
24.45369405,54.12688874
24.41967964,54.09243635
24.42275417,54.12454715
24.4247248,54.09744487
24.42225604,54.12800454
24.43789016,54.14963561
24.46829273,54.16040137
24.47750913,54.14216108
24.44984113,54.08512392
24.41653652,54.09405786
24.46362506,54.11805687
24.41461134,54.13847602
24.43743937,54.12636563
24.45342104,54.15891167
24.43546531,54.09493534
24.45955467,54.10832067
24.41092892,54.0923252
24.43757758,54.11603049
24.42103317,54.11560224
24.44799639,54.09764605
24.44976657,54.08537008
24.41661572,54.14150276
24.44461948,54.12581795
24.43096141,54.11440362
24.43116384,54.09681093
24.43423864,54.14942624
24.45566156,54.16194341
24.45602206,54.15839522
24.48382966,54.11211804
24.46154521,54.09271929
24.45436462,54.07671822
24.4647142,54.07840607
24.42946819,54.09915039
24.41449876,54.10638357
24.47388412,54.14719182
24.44788826,54.11573623
24.39994027,54.11981127
24.40480327,54.13608735
24.44178631,54.07708254
24.43986273,54.15979335
24.42806175,54.09440501
24.48192001,54.12342993
24.47862782,54.14009976
24.44417045,54.09417988
24.46981619,54.08535981
24.48114242,54.121988
24.42433826,54.14064588
24.45762065,54.07999339
24.41271789,54.11907038
24.46017596,54.13449971
24.42414266,54.10022997
24.42161212,54.11305136
24.48260316,54.1220489
24.42936434,54.11784597
24.45684028,54.08327359
24.44613154,54.15410989
24.47519127,54.1082162
24.4523988,54.12721538
24.4324414,54.12880895
24.45681703,54.12728559
24.46977649,54.11572621
24.41734402,54.08688899
24.43417015,54.07144572
24.43782803,54.08741187
24.41578386,54.13427974
24.4737952,54.10890577
24.44894719,54.11292183
24.45433808,54.09505879
24.44172817,54.14155762
24.40031739,54.12717185
24.42810522,54.1380382
24.45912721,54.1144802
24.42093464,54.0773214
24.42382765,54.15498165
24.41248916,54.14717769
24.44978376,54.16775468
24.43858084,54.12343005
24.43883036,54.08306947
24.41341537,54.10734556
24.42264505,54.10910846
24.45054264,54.10547942
24.41902358,54.08505123
24.4257744,54.11872693
24.42384441,54.07498519
24.45070228,54.16186076
24.45534176,54.10665652
24.44634331,54.10701445
24.46469868,54.11901405
24.40850223,54.09251331
24.47741216,54.13025665
24.44099793,54.09131472
24.46617214,54.15242907
24.43357818,54.12774539
24.45278178,54.11440467
24.43048613,54.13674704
24.4426046,54.11379362
24.43751396,54.10527829
24.41637333,54.12606933
24.41504129,54.11553691
24.41519383,54.14698673
24.40697939,54.09723537
24.46281814,54.14722289
24.44602218,54.07119861
24.45944593,54.10058381
24.43617372,54.1450355
24.43981084,54.09276778
24.43894021,54.10190724
24.47198012,54.0929345
24.46709419,54.07755798
24.43071726,54.14933735
24.45086488,54.10821238
24.43332023,54.14516738
24.4604326,54.15479709
24.43044379,54.11590044
24.45708175,54.1291144
24.42611794,54.14482612
24.44510986,54.09825722
24.483779,54.12838466
24.41012025,54.13056219
24.47156402,54.13655025
24.4135232,54.15350534
24.43643748,54.08634801
24.42107166,54.08261881
24.48101714,54.11202755
24.44630518,54.09674078
24.42078966,54.12274431
24.43928057,54.0810077
24.46615869,54.13585589
24.42867333,54.07287875
24.4510513,54.13446588
24.42885527,54.07655286
24.44871887,54.12572821
24.45194124,54.13081597
24.44090238,54.15110758
24.476891,54.08773904
24.42599431,54.11656044
24.48132263,54.11626084
24.45006261,54.15347615
24.44093305,54.10287844
24.44842201,54.1213346
24.43894949,54.15301238
24.45076603,54.07890836
24.44027552,54.07296811
24.4453931,54.15412799
24.4640027,54.1072817
24.4149605,54.11002143
24.43297771,54.13799648
24.44404888,54.10380196
24.41641115,54.10689189
24.41865552,54.11622951
24.41533503,54.10400869
24.48606601,54.12004865
24.44103384,54.10772673
24.42000635,54.10735872
24.44208671,54.08371159
24.46744016,54.09581484
24.43840895,54.11510698
24.46921084,54.11517253
24.47235156,54.08995959
24.42720659,54.08667722
24.43418395,54.16009605
24.42144462,54.11968408
24.44387793,54.16617228
24.46974321,54.15005773
24.47448318,54.11615513
24.41572106,54.10543596
24.41796799,54.1410261
24.46183984,54.14505179
24.40026352,54.11852918
24.42901466,54.08531312
24.40300711,54.12120135
24.43501059,54.14102116
24.42731683,54.12448073
24.46077366,54.1188803
24.47037724,54.11256262
24.43375788,54.12191018
24.43053907,54.09972701
24.43526716,54.08028689
24.4324157,54.10753507
24.48100132,54.11456582
24.43369103,54.11444879
24.4438114,54.08933559
24.4449542,54.10835213
24.40841187,54.13349473
24.47854872,54.13669805
24.4646345,54.079272
24.458804,54.1332862
24.46045161,54.09921682
24.4392057,54.09948485
24.47884885,54.11986719
24.41908956,54.1581155
24.41246823,54.09320757
24.4634564,54.15642654
24.47867873,54.13649675
24.43119803,54.07200685
24.44833271,54.07424438
24.45119884,54.09758124
24.41724328,54.08605751
24.46394121,54.11849811
24.41091389,54.09018053
24.42357617,54.14530053
24.42725303,54.08991299
24.45306188,54.09760625
24.43524888,54.15972284
24.4586427,54.14781438
24.43923408,54.10310039
24.48012804,54.10657559
24.47659036,54.10390071
24.41643055,54.11313543
24.44139771,54.16021868
24.46025879,54.14833726
24.48206615,54.11819071
24.47505725,54.14504211
24.48635018,54.10659467
24.48370919,54.10105167
24.46615398,54.15878411
24.41686693,54.14406082
24.42614011,54.13515267
24.46207195,54.08966451
24.40416937,54.12538727
24.43625518,54.07668979
24.47447225,54.09524491
24.4207949,54.11354221
24.41520413,54.14843454
24.42809215,54.14831968
24.42961085,54.08826353
24.42070786,54.09739825
24.44538269,54.08336479
24.42099228,54.13104072
24.4579966,54.08165111
24.47241906,54.08828901
24.43994599,54.13775717
24.44316578,54.15557772
24.42381751,54.15153247
24.43013975,54.09872113
24.4231817,54.08725315
24.42405149,54.07704526
24.42203335,54.15920239
24.44601424,54.12503478
24.41107417,54.14736006
24.44495681,54.10866768
24.41510511,54.11734636
24.40091638,54.13034311
24.42515163,54.12073202
24.42618241,54.15086665
24.44961053,54.12224635
24.43365324,54.10026307
24.46963091,54.09856978
24.40535843,54.13155319
24.44104299,54.11094111
24.42934834,54.13836307
24.43914455,54.07426129
24.41879636,54.14388936
24.44282437,54.11490813
24.47316178,54.15284323
24.43055951,54.07966512
24.41399756,54.11490481
24.4554863,54.13530889
24.48485539,54.11654326
24.48317245,54.12089673
24.45788521,54.1568785
24.45509185,54.1279128
24.47285572,54.14469791
24.4725877,54.12040612
24.42257532,54.1312966
24.41498666,54.13354876
24.43304424,54.12017979
24.47929774,54.1203734
24.46549484,54.13401441
24.47384203,54.11765385
24.42909587,54.09077634
24.44694279,54.13487656
24.46755261,54.11308103
24.446071,54.10209877
24.42862991,54.09029196
24.44927496,54.0994909
24.43681583,54.11043474
24.43698204,54.10925416
24.41729618,54.09482683
24.43732142,54.15110074
24.42566701,54.15943349
24.42599323,54.08783112
24.46130395,54.09251914
26.48004612,53.50714792
26.51821143,53.51741825
26.59179265,53.53337181
26.40993173,53.49817237
26.33066857,53.68729881
26.28858602,53.42518709
26.43354544,53.71226442
26.40635386,53.26570947
26.22404856,53.46302909
26.37922673,53.61446605
26.58777057,53.56584068
26.65056661,53.57820128
26.6446941,53.39436298
26.63074907,53.63291827
26.56256079,53.54395242
26.46346844,53.43671938
26.46739462,53.33195808
26.51479131,53.29333653
26.43333979,53.53480794
26.44578974,53.64929391
26.42888549,53.52099204
26.3781929,53.47491572
26.42617904,53.63519734
26.542411,53.49081574
26.52191509,53.32490497
26.58818702,53.48084491
26.41749129,53.27478836
26.5982134,53.42441155
26.43934839,53.40993761
26.41221382,53.25578163
26.28743623,53.35777324
26.36799835,53.34757931
26.5887061,53.54814509
26.65407765,53.45897457
26.50536615,53.49979069
26.51224677,53.59141501
26.55462664,53.69412728
26.49356542,53.41229387
26.41897142,53.45791635
26.64909817,53.43300192
26.35801029,53.68841368
26.31202477,53.53493522
26.43348679,53.36348771
26.45760527,53.32936095
26.43582753,53.50197277
26.48896007,53.43037891
26.35224259,53.32178332
26.34060783,53.5410995
26.58056575,53.64265183
26.61919585,53.35697658
26.32970999,53.69787533
26.57385443,53.61057702
26.45026184,53.6171648
26.49874402,53.66152774
26.5458108,53.53409216
26.61029129,53.66018875
26.62855429,53.40240221
26.29076972,53.61658445
26.53289215,53.28173903
26.38901042,53.33613072
26.38616469,53.55334589
26.32639218,53.51850815
26.59061073,53.68245095
26.44581996,53.34461466
26.3751508,53.38871511
26.56784401,53.38313309
26.57991906,53.65294418
26.60355513,53.4927317
26.61305925,53.34589384
26.37811595,53.40376771
26.43725165,53.28985635
26.25844504,53.4788445
26.38051296,53.60863697
26.55626645,53.37061841
26.25602331,53.44690353
26.37196783,53.55563303
26.47699302,53.57552937
26.60294136,53.59952403
26.55561781,53.48978261
26.5260106,53.52010665
26.51124971,53.38498357
26.36733172,53.49026079
26.23857413,53.43656948
26.53287856,53.57865821
26.43197412,53.4750629
26.52195706,53.68077784
26.54441574,53.33168397
26.36913632,53.42944479
26.50915157,53.39183276
26.31208116,53.67605548
26.42429757,53.3214919
26.44618572,53.72709166
26.63299875,53.44900155
26.58797349,53.33508549
26.49787319,53.50998586
26.65026644,53.51559323
26.50606737,53.33919882
26.4377728,53.7281601
26.46228197,53.71683074
26.59182881,53.44260151
26.51835629,53.58326081
26.33071963,53.37507402
26.30742303,53.39316794
26.36144979,53.71233492
26.37761336,53.637457
26.65599761,53.53252195
26.50982222,53.63627626
26.4112917,53.45805851
26.42226222,53.44067164
26.40265686,53.56021096
26.53903781,53.37908386
26.38206676,53.56923224
26.40782193,53.6434305
26.38700432,53.66581375
26.35513468,53.42559838
26.45544242,53.6806909
26.43521657,53.25226702
26.49606161,53.41666018
26.58755601,53.54335505
26.39454258,53.59332765
26.36950518,53.45973598
26.45447427,53.51598802
26.22225338,53.46196462
26.39182895,53.39090726
26.38052269,53.27789423
26.60970453,53.64389408
26.52471994,53.69237619
26.43851041,53.3305991
26.30139676,53.50637045
26.43900694,53.42492565
26.33124662,53.6380791
26.5071846,53.6733316
26.49905171,53.64593237
26.5439979,53.67095013
26.53863621,53.38607651
26.44176632,53.26116516
26.46551232,53.26440097
26.56385097,53.41251134
26.24451813,53.46859778
26.59947468,53.54794015
26.32144139,53.41617862
26.53356713,53.32540241
26.49789998,53.72885492
26.55712242,53.3514433
26.41112699,53.7019573
26.48568936,53.38551917
26.41679665,53.52808537
26.53380028,53.4984854
26.43443493,53.29905969
26.52585179,53.48975387
26.34024578,53.46390106
26.49319427,53.39472645
26.43257243,53.5414466
26.37262876,53.67597879
26.30399462,53.6128636
26.55842609,53.68955923
26.42775295,53.65626115
26.33430993,53.29745689
26.25504686,53.50619247
26.63958524,53.56544735
26.30036214,53.43423055
26.37551685,53.43917257
26.39016542,53.36517464
26.41520191,53.46750431
26.59407931,53.55024263
26.4750961,53.32801846
26.38697488,53.31584326
